alert_id,screened_name,list_entry,score,date_of_birth,country,resolution,cause
alr_000252,Petrova Olga Ivanova,Olga Petrova Ivanova,0.8137,1990-07-21,RU,false_positive,transliteracion
alr_000253,Ivanova Olga Petrova,Olga Petrova Ivanova,0.961,,MX,false_positive,entidad_generica
alr_000254,Carlos Mendez Rios,Carlos Mendez Rios,0.9911,1978-03-14,VN,false_positive,entidad_generica
alr_000255,Wang Wei Chen,Wang Wei Chen,0.9668,,RU,false_positive,transliteracion
alr_000256,Ana Garcia Lopez,Ana Garcia Lopez,0.7003,1985-11-02,RU,false_positive,entidad_generica
alr_000257,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9202,1985-11-02,KR,false_positive,otras
alr_000258,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7719,1990-07-21,VN,false_positive,transliteracion
alr_000259,Ana Lopez Garcia,Ana Garcia Lopez,0.7007,1990-07-21,EG,false_positive,otras
alr_000260,Mendez Rios Carlos,Carlos Mendez Rios,0.9459,1978-03-14,CL,false_positive,sin_fecha_nacimiento
alr_000261,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9091,,CL,false_positive,entidad_generica
alr_000262,Maria Silva Costa,Maria Silva Costa,0.8158,1978-03-14,CN,false_positive,entidad_generica
alr_000263,Ivanova Petrova Olga,Olga Petrova Ivanova,0.9282,1978-03-14,IN,false_positive,sin_fecha_nacimiento
alr_000264,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7324,1978-03-14,MX,false_positive,entidad_generica
alr_000265,Kim Min Jun,Kim Min Jun,0.9028,1985-11-02,RU,false_positive,sin_fecha_nacimiento
alr_000266,Ana Garcia Lopez,Ana Garcia Lopez,0.9767,1985-11-02,IN,false_positive,apellido_frecuente
alr_000267,Kim Min Jun,Kim Min Jun,0.9988,1978-03-14,KR,false_positive,transliteracion
alr_000268,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7227,1985-11-02,VN,false_positive,sin_fecha_nacimiento
alr_000269,Maria Silva Costa,Maria Silva Costa,0.9622,1985-11-02,CN,false_positive,otras
alr_000270,Chen Wei Wang,Wang Wei Chen,0.8821,,CL,false_positive,otras
alr_000271,Carlos Mendez Rios,Carlos Mendez Rios,0.8763,1978-03-14,CL,false_positive,sin_fecha_nacimiento
alr_000272,Carlos Mendez Rios,Carlos Mendez Rios,0.7827,,CN,false_positive,sin_fecha_nacimiento
alr_000273,Perez Juan Gonzalez,Juan Gonzalez Perez,0.9989,1985-11-02,MX,false_positive,sin_fecha_nacimiento
alr_000274,Ana Garcia Lopez,Ana Garcia Lopez,0.7782,1990-07-21,EG,false_positive,sin_fecha_nacimiento
alr_000275,Maria Silva Costa,Maria Silva Costa,0.9429,1990-07-21,RU,false_positive,otras
alr_000276,Nguyen Van Minh,Nguyen Van Minh,0.9191,1978-03-14,EG,false_positive,entidad_generica
alr_000277,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8219,,IN,false_positive,sin_fecha_nacimiento
alr_000278,Wang Wei Chen,Wang Wei Chen,0.9913,1990-07-21,MX,false_positive,otras
alr_000279,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7771,1978-03-14,MX,false_positive,apellido_frecuente
alr_000280,Nguyen Van Minh,Nguyen Van Minh,0.9915,1985-11-02,CL,false_positive,apellido_frecuente
alr_000281,Nguyen Van Minh,Nguyen Van Minh,0.8488,1985-11-02,VN,false_positive,apellido_frecuente
alr_000282,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8941,1985-11-02,IN,false_positive,sin_fecha_nacimiento
alr_000283,Costa Maria Silva,Maria Silva Costa,0.7912,1985-11-02,VN,false_positive,transliteracion
alr_000284,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9861,,EG,false_positive,sin_fecha_nacimiento
alr_000285,Ana Garcia Lopez,Ana Garcia Lopez,0.8347,1985-11-02,VN,false_positive,apellido_frecuente
alr_000286,Wang Chen Wei,Wang Wei Chen,0.7387,,CL,false_positive,otras
alr_000287,Kim Min Jun,Kim Min Jun,0.8288,1978-03-14,CN,false_positive,otras
alr_000288,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8501,1978-03-14,VN,false_positive,sin_fecha_nacimiento
alr_000289,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8796,,EG,false_positive,sin_fecha_nacimiento
alr_000290,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9876,1985-11-02,CN,false_positive,apellido_frecuente
alr_000291,Maria Costa Silva,Maria Silva Costa,0.9025,1978-03-14,EG,false_positive,apellido_frecuente
alr_000292,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7616,1990-07-21,VN,false_positive,entidad_generica
alr_000293,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8269,1985-11-02,KR,false_positive,apellido_frecuente
alr_000294,Maria Silva Costa,Maria Silva Costa,0.9175,1985-11-02,KR,false_positive,apellido_frecuente
alr_000295,Gonzalez Perez Juan,Juan Gonzalez Perez,0.7897,1990-07-21,RU,false_positive,transliteracion
alr_000296,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7805,1990-07-21,EG,false_positive,apellido_frecuente
alr_000297,Nguyen Van Minh,Nguyen Van Minh,0.7201,1985-11-02,VN,false_positive,entidad_generica
alr_000298,Perez Gonzalez Juan,Juan Gonzalez Perez,0.993,1990-07-21,MX,false_positive,transliteracion
alr_000299,Ali Ahmed Hassan,Ahmed Hassan Ali,0.9896,1985-11-02,KR,false_positive,otras
alr_000300,Maria Silva Costa,Maria Silva Costa,0.8098,1985-11-02,VN,false_positive,sin_fecha_nacimiento
alr_000301,Kim Min Jun,Kim Min Jun,0.8012,1978-03-14,RU,false_positive,entidad_generica
alr_000302,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8866,1990-07-21,CN,false_positive,sin_fecha_nacimiento
alr_000303,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9969,1978-03-14,IN,false_positive,transliteracion
alr_000304,Kim Min Jun,Kim Min Jun,0.9528,,EG,false_positive,transliteracion
alr_000305,Ana Garcia Lopez,Ana Garcia Lopez,0.8636,1978-03-14,IN,false_positive,sin_fecha_nacimiento
alr_000306,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8866,,EG,false_positive,otras
alr_000307,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7475,1978-03-14,MX,false_positive,transliteracion
alr_000308,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7343,,CN,false_positive,apellido_frecuente
alr_000309,Van Nguyen Minh,Nguyen Van Minh,0.7688,1990-07-21,MX,false_positive,transliteracion
alr_000310,Kim Min Jun,Kim Min Jun,0.743,,CN,false_positive,sin_fecha_nacimiento
alr_000311,Carlos Mendez Rios,Carlos Mendez Rios,0.7853,1990-07-21,KR,false_positive,sin_fecha_nacimiento
alr_000312,Kim Min Jun,Kim Min Jun,0.824,1978-03-14,RU,false_positive,otras
alr_000313,Hassan Ali Ahmed,Ahmed Hassan Ali,0.8513,1985-11-02,IN,false_positive,entidad_generica
alr_000314,Carlos Mendez Rios,Carlos Mendez Rios,0.8816,1985-11-02,IN,false_positive,otras
alr_000315,Ali Hassan Ahmed,Ahmed Hassan Ali,0.8438,1990-07-21,KR,false_positive,otras
alr_000316,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7508,,CL,false_positive,entidad_generica
alr_000317,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8167,1990-07-21,EG,false_positive,entidad_generica
alr_000318,Maria Silva Costa,Maria Silva Costa,0.8774,,IN,false_positive,apellido_frecuente
alr_000319,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9465,1985-11-02,EG,false_positive,otras
alr_000320,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7996,1990-07-21,KR,false_positive,sin_fecha_nacimiento
alr_000321,Nguyen Van Minh,Nguyen Van Minh,0.977,1978-03-14,CN,false_positive,otras
alr_000322,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9503,,IN,false_positive,entidad_generica
alr_000323,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8684,,RU,false_positive,transliteracion
alr_000324,Maria Silva Costa,Maria Silva Costa,0.7575,1978-03-14,MX,false_positive,sin_fecha_nacimiento
alr_000325,Ana Garcia Lopez,Ana Garcia Lopez,0.7592,1978-03-14,MX,false_positive,entidad_generica
alr_000326,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8491,,KR,false_positive,sin_fecha_nacimiento
alr_000327,Ivanova Petrova Olga,Olga Petrova Ivanova,0.8366,1978-03-14,RU,false_positive,transliteracion
alr_000328,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9653,,VN,false_positive,transliteracion
alr_000329,Ana Garcia Lopez,Ana Garcia Lopez,0.9119,,EG,false_positive,sin_fecha_nacimiento
alr_000330,Maria Silva Costa,Maria Silva Costa,0.9266,1990-07-21,VN,false_positive,otras
alr_000331,Silva Maria Costa,Maria Silva Costa,0.7184,1978-03-14,RU,false_positive,otras
alr_000332,Silva Maria Costa,Maria Silva Costa,0.7583,,RU,false_positive,sin_fecha_nacimiento
alr_000333,Olga Petrova Ivanova,Olga Petrova Ivanova,0.941,1985-11-02,KR,false_positive,sin_fecha_nacimiento
alr_000334,Wang Wei Chen,Wang Wei Chen,0.8914,,CN,false_positive,otras
alr_000335,Carlos Mendez Rios,Carlos Mendez Rios,0.8257,1985-11-02,RU,false_positive,sin_fecha_nacimiento
alr_000336,Carlos Mendez Rios,Carlos Mendez Rios,0.9148,,MX,false_positive,entidad_generica
alr_000337,Ana Garcia Lopez,Ana Garcia Lopez,0.7173,1985-11-02,IN,false_positive,transliteracion
alr_000338,Ana Garcia Lopez,Ana Garcia Lopez,0.7873,1985-11-02,KR,false_positive,apellido_frecuente
alr_000339,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7913,1990-07-21,KR,false_positive,entidad_generica
alr_000340,Perez Gonzalez Juan,Juan Gonzalez Perez,0.712,,KR,false_positive,entidad_generica
alr_000341,Nguyen Van Minh,Nguyen Van Minh,0.8417,,RU,false_positive,sin_fecha_nacimiento
alr_000342,Ahmed Hassan Ali,Ahmed Hassan Ali,0.86,1990-07-21,VN,false_positive,transliteracion
alr_000343,Mendez Carlos Rios,Carlos Mendez Rios,0.8327,1985-11-02,RU,false_positive,sin_fecha_nacimiento
alr_000344,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9429,,RU,false_positive,entidad_generica
alr_000345,Ana Garcia Lopez,Ana Garcia Lopez,0.8783,,MX,false_positive,apellido_frecuente
alr_000346,Hassan Ahmed Ali,Ahmed Hassan Ali,0.7954,1978-03-14,EG,false_positive,sin_fecha_nacimiento
alr_000347,Costa Silva Maria,Maria Silva Costa,0.8038,1985-11-02,RU,false_positive,apellido_frecuente
alr_000348,Ahmed Ali Hassan,Ahmed Hassan Ali,0.9251,1978-03-14,CL,false_positive,otras
alr_000349,Carlos Mendez Rios,Carlos Mendez Rios,0.8443,1985-11-02,CL,false_positive,entidad_generica
alr_000350,Nguyen Van Minh,Nguyen Van Minh,0.8185,1985-11-02,CN,false_positive,otras
alr_000351,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8147,,KR,false_positive,transliteracion
alr_000352,Nguyen Van Minh,Nguyen Van Minh,0.7546,1978-03-14,MX,false_positive,transliteracion
alr_000353,Hassan Ahmed Ali,Ahmed Hassan Ali,0.9629,1978-03-14,IN,false_positive,otras
alr_000354,Wei Wang Chen,Wang Wei Chen,0.7849,1985-11-02,KR,false_positive,entidad_generica
alr_000355,Jun Min Kim,Kim Min Jun,0.8344,1978-03-14,KR,false_positive,otras
alr_000356,Nguyen Van Minh,Nguyen Van Minh,0.718,1990-07-21,CL,false_positive,apellido_frecuente
alr_000357,Ana Garcia Lopez,Ana Garcia Lopez,0.9716,,CL,false_positive,apellido_frecuente
alr_000358,Maria Silva Costa,Maria Silva Costa,0.806,1990-07-21,CL,false_positive,sin_fecha_nacimiento
alr_000359,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8905,1985-11-02,CN,false_positive,entidad_generica
alr_000360,Wang Wei Chen,Wang Wei Chen,0.9236,1990-07-21,EG,false_positive,transliteracion
alr_000361,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8907,,RU,false_positive,apellido_frecuente
alr_000362,Maria Silva Costa,Maria Silva Costa,0.7613,1985-11-02,EG,false_positive,apellido_frecuente
alr_000363,Carlos Mendez Rios,Carlos Mendez Rios,0.9774,1990-07-21,RU,false_positive,otras
alr_000364,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8943,1978-03-14,VN,false_positive,entidad_generica
alr_000365,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7841,1985-11-02,VN,false_positive,apellido_frecuente
alr_000366,Carlos Mendez Rios,Carlos Mendez Rios,0.9585,1985-11-02,IN,false_positive,transliteracion
alr_000367,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9835,1978-03-14,MX,false_positive,apellido_frecuente
alr_000368,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8054,1978-03-14,KR,false_positive,otras
alr_000369,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7648,1990-07-21,EG,false_positive,otras
alr_000370,Minh Van Nguyen,Nguyen Van Minh,0.7159,1978-03-14,VN,false_positive,transliteracion
alr_000371,Carlos Mendez Rios,Carlos Mendez Rios,0.9127,1978-03-14,VN,false_positive,apellido_frecuente
alr_000372,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7914,1990-07-21,VN,false_positive,entidad_generica
alr_000373,Nguyen Van Minh,Nguyen Van Minh,0.8184,1978-03-14,VN,false_positive,otras
alr_000374,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7472,,IN,false_positive,entidad_generica
alr_000375,Kim Min Jun,Kim Min Jun,0.7237,1990-07-21,MX,false_positive,sin_fecha_nacimiento
alr_000376,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8173,,KR,false_positive,otras
alr_000377,Patel Rajesh Kumar,Rajesh Patel Kumar,0.855,,EG,false_positive,otras
alr_000378,Carlos Mendez Rios,Carlos Mendez Rios,0.9228,1978-03-14,VN,false_positive,apellido_frecuente
alr_000379,Wang Chen Wei,Wang Wei Chen,0.7444,1990-07-21,EG,false_positive,apellido_frecuente
alr_000380,Jun Kim Min,Kim Min Jun,0.7306,1990-07-21,CL,false_positive,transliteracion
alr_000381,Costa Silva Maria,Maria Silva Costa,0.8251,1990-07-21,RU,false_positive,sin_fecha_nacimiento
alr_000382,Carlos Mendez Rios,Carlos Mendez Rios,0.907,1978-03-14,RU,false_positive,transliteracion
alr_000383,Wang Wei Chen,Wang Wei Chen,0.8957,,KR,false_positive,transliteracion
alr_000384,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7996,,RU,false_positive,sin_fecha_nacimiento
alr_000385,Kim Min Jun,Kim Min Jun,0.9264,1985-11-02,IN,false_positive,sin_fecha_nacimiento
alr_000386,Kim Min Jun,Kim Min Jun,0.9407,1978-03-14,RU,false_positive,apellido_frecuente
alr_000387,Ana Garcia Lopez,Ana Garcia Lopez,0.8419,1990-07-21,EG,false_positive,apellido_frecuente
alr_000388,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9121,1978-03-14,CL,false_positive,entidad_generica
alr_000389,Maria Silva Costa,Maria Silva Costa,0.9058,,MX,false_positive,sin_fecha_nacimiento
alr_000390,Wang Chen Wei,Wang Wei Chen,0.9224,1990-07-21,EG,false_positive,otras
alr_000391,Mendez Carlos Rios,Carlos Mendez Rios,0.9683,1990-07-21,KR,false_positive,entidad_generica
alr_000392,Nguyen Van Minh,Nguyen Van Minh,0.756,1978-03-14,EG,false_positive,entidad_generica
alr_000393,Wang Wei Chen,Wang Wei Chen,0.8471,1985-11-02,CN,false_positive,sin_fecha_nacimiento
alr_000394,Ana Lopez Garcia,Ana Garcia Lopez,0.958,1990-07-21,CL,false_positive,apellido_frecuente
alr_000395,Ivanova Olga Petrova,Olga Petrova Ivanova,0.7064,1990-07-21,CL,false_positive,transliteracion
alr_000396,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8779,1990-07-21,IN,false_positive,sin_fecha_nacimiento
alr_000397,Juan Gonzalez Perez,Juan Gonzalez Perez,0.9306,1990-07-21,MX,false_positive,apellido_frecuente
alr_000398,Kim Jun Min,Kim Min Jun,0.9977,1990-07-21,CN,false_positive,entidad_generica
alr_000399,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9059,1990-07-21,CL,false_positive,otras
alr_000400,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9007,1985-11-02,VN,false_positive,transliteracion
alr_000401,Nguyen Van Minh,Nguyen Van Minh,0.7919,1985-11-02,RU,false_positive,sin_fecha_nacimiento
alr_000402,Costa Silva Maria,Maria Silva Costa,0.9939,1990-07-21,EG,false_positive,sin_fecha_nacimiento
alr_000403,Carlos Mendez Rios,Carlos Mendez Rios,0.912,1978-03-14,CL,false_positive,entidad_generica
alr_000404,Wang Wei Chen,Wang Wei Chen,0.9105,,MX,false_positive,sin_fecha_nacimiento
alr_000405,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9263,1978-03-14,CN,false_positive,sin_fecha_nacimiento
alr_000406,Nguyen Van Minh,Nguyen Van Minh,0.7482,1990-07-21,CN,false_positive,transliteracion
alr_000407,Carlos Rios Mendez,Carlos Mendez Rios,0.9531,1990-07-21,CN,false_positive,otras
alr_000408,Petrova Olga Ivanova,Olga Petrova Ivanova,0.8903,,MX,false_positive,otras
alr_000409,Maria Silva Costa,Maria Silva Costa,0.976,1978-03-14,CL,false_positive,sin_fecha_nacimiento
alr_000410,Wei Chen Wang,Wang Wei Chen,0.9042,1985-11-02,CL,false_positive,transliteracion
alr_000411,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8622,,EG,false_positive,otras
alr_000412,Gonzalez Perez Juan,Juan Gonzalez Perez,0.775,1985-11-02,MX,false_positive,transliteracion
alr_000413,Wang Wei Chen,Wang Wei Chen,0.9724,1985-11-02,EG,false_positive,apellido_frecuente
alr_000414,Ana Garcia Lopez,Ana Garcia Lopez,0.9112,1978-03-14,IN,false_positive,apellido_frecuente
alr_000415,Jun Kim Min,Kim Min Jun,0.9189,,CN,false_positive,sin_fecha_nacimiento
alr_000416,Perez Juan Gonzalez,Juan Gonzalez Perez,0.7559,1978-03-14,RU,false_positive,transliteracion
alr_000417,Carlos Mendez Rios,Carlos Mendez Rios,0.8773,,CN,false_positive,otras
alr_000418,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7035,1985-11-02,RU,false_positive,transliteracion
alr_000419,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7648,,MX,false_positive,transliteracion
alr_000420,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8889,1985-11-02,RU,false_positive,apellido_frecuente
alr_000421,Min Kim Jun,Kim Min Jun,0.8281,1978-03-14,CL,false_positive,transliteracion
alr_000422,Carlos Mendez Rios,Carlos Mendez Rios,0.8397,,CL,false_positive,sin_fecha_nacimiento
alr_000423,Maria Silva Costa,Maria Silva Costa,0.8123,1978-03-14,CL,false_positive,entidad_generica
alr_000424,Rajesh Kumar Patel,Rajesh Patel Kumar,0.8643,,CL,false_positive,sin_fecha_nacimiento
alr_000425,Carlos Mendez Rios,Carlos Mendez Rios,0.9492,,MX,false_positive,transliteracion
alr_000426,Nguyen Van Minh,Nguyen Van Minh,0.7578,1990-07-21,RU,false_positive,otras
alr_000427,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7068,1990-07-21,IN,false_positive,sin_fecha_nacimiento
alr_000428,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7944,1985-11-02,RU,false_positive,otras
alr_000429,Juan Gonzalez Perez,Juan Gonzalez Perez,0.823,1990-07-21,IN,false_positive,apellido_frecuente
alr_000430,Kim Min Jun,Kim Min Jun,0.8143,1990-07-21,IN,false_positive,apellido_frecuente
alr_000431,Carlos Mendez Rios,Carlos Mendez Rios,0.8377,1985-11-02,EG,false_positive,sin_fecha_nacimiento
alr_000432,Olga Ivanova Petrova,Olga Petrova Ivanova,0.8284,1990-07-21,CN,false_positive,entidad_generica
alr_000433,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9751,,CL,false_positive,apellido_frecuente
alr_000434,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8913,1978-03-14,CL,false_positive,apellido_frecuente
alr_000435,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9224,1978-03-14,CL,false_positive,transliteracion
alr_000436,Wei Chen Wang,Wang Wei Chen,0.9888,1985-11-02,VN,false_positive,sin_fecha_nacimiento
alr_000437,Maria Silva Costa,Maria Silva Costa,0.74,,IN,false_positive,transliteracion
alr_000438,Hassan Ahmed Ali,Ahmed Hassan Ali,0.9346,1990-07-21,RU,false_positive,transliteracion
alr_000439,Carlos Mendez Rios,Carlos Mendez Rios,0.8627,,CL,false_positive,apellido_frecuente
alr_000440,Wang Wei Chen,Wang Wei Chen,0.7135,1990-07-21,IN,false_positive,otras
alr_000441,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7901,1985-11-02,CN,false_positive,entidad_generica
alr_000442,Carlos Mendez Rios,Carlos Mendez Rios,0.7393,1990-07-21,IN,false_positive,transliteracion
alr_000443,Wang Wei Chen,Wang Wei Chen,0.9134,1985-11-02,CL,false_positive,sin_fecha_nacimiento
alr_000444,Kim Min Jun,Kim Min Jun,0.7633,1990-07-21,EG,false_positive,apellido_frecuente
alr_000445,Rajesh Kumar Patel,Rajesh Patel Kumar,0.8275,,CN,false_positive,entidad_generica
alr_000446,Ahmed Hassan Ali,Ahmed Hassan Ali,0.72,1978-03-14,MX,false_positive,entidad_generica
alr_000447,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7507,,KR,false_positive,otras
alr_000448,Silva Maria Costa,Maria Silva Costa,0.7486,1990-07-21,KR,false_positive,entidad_generica
alr_000449,Ahmed Hassan Ali,Ahmed Hassan Ali,0.877,1978-03-14,VN,false_positive,entidad_generica
alr_000450,Juan Gonzalez Perez,Juan Gonzalez Perez,0.739,,VN,false_positive,otras
alr_000451,Costa Maria Silva,Maria Silva Costa,0.9969,1985-11-02,RU,false_positive,entidad_generica
alr_000452,Ahmed Ali Hassan,Ahmed Hassan Ali,0.9676,1985-11-02,VN,false_positive,entidad_generica
alr_000453,Carlos Mendez Rios,Carlos Mendez Rios,0.9836,1978-03-14,VN,false_positive,transliteracion
alr_000454,Maria Silva Costa,Maria Silva Costa,0.7326,1978-03-14,CL,false_positive,transliteracion
alr_000455,Ana Garcia Lopez,Ana Garcia Lopez,0.8168,1985-11-02,KR,false_positive,entidad_generica
alr_000456,Rios Carlos Mendez,Carlos Mendez Rios,0.7678,1978-03-14,IN,false_positive,sin_fecha_nacimiento
alr_000457,Wang Wei Chen,Wang Wei Chen,0.7415,,CN,false_positive,otras
alr_000458,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9854,1990-07-21,KR,false_positive,entidad_generica
alr_000459,Rios Mendez Carlos,Carlos Mendez Rios,0.9608,1978-03-14,MX,false_positive,transliteracion
alr_000460,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7069,1985-11-02,KR,false_positive,transliteracion
alr_000461,Carlos Mendez Rios,Carlos Mendez Rios,0.8639,1985-11-02,RU,false_positive,entidad_generica
alr_000462,Juan Gonzalez Perez,Juan Gonzalez Perez,0.9259,1985-11-02,VN,false_positive,otras
alr_000463,Kim Min Jun,Kim Min Jun,0.7921,1990-07-21,IN,false_positive,apellido_frecuente
alr_000464,Van Nguyen Minh,Nguyen Van Minh,0.7729,1978-03-14,VN,false_positive,sin_fecha_nacimiento
alr_000465,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7641,1990-07-21,CN,false_positive,otras
alr_000466,Maria Silva Costa,Maria Silva Costa,0.7584,1990-07-21,CL,false_positive,transliteracion
alr_000467,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8397,1985-11-02,MX,false_positive,otras
alr_000468,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8324,1985-11-02,CN,false_positive,sin_fecha_nacimiento
alr_000469,Perez Juan Gonzalez,Juan Gonzalez Perez,0.759,1985-11-02,IN,false_positive,transliteracion
alr_000470,Wang Wei Chen,Wang Wei Chen,0.7077,1990-07-21,RU,false_positive,apellido_frecuente
alr_000471,Ana Garcia Lopez,Ana Garcia Lopez,0.898,1985-11-02,KR,false_positive,apellido_frecuente
